Rowid_,PLOT_ID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,201,487,0.000000017889143,0.521924316883087,0.835637450218201,0.313713133335114,0.755072071689355,0.063796234770728,367.720098912715912
,202,490,0.000000017999343,0.489381879568100,0.764151275157928,0.274769395589828,0.704048859890626,0.042045934739071,344.983941346406937
,203,455,0.000000016713676,0.591891407966614,0.785467624664307,0.193576216697693,0.743073089961167,0.024893340750824,338.098255932331085
,204,490,0.000000017999343,0.667304456233978,0.813514769077301,0.146210312843323,0.781350049558951,0.023930777683944,382.861524283885956
,205,476,0.000000017485076,0.713979482650757,0.809171795845032,0.095192313194275,0.777978569143960,0.017205977119355,370.317798912525177
,206,463,0.000000017007542,0.540208160877228,0.797686696052551,0.257478535175323,0.758873408736729,0.034197779708186,351.358388245105743
,301,489,0.000000017962610,0.492224037647247,0.790646672248840,0.298422634601593,0.755261405845361,0.035545873331176,369.322827458381653
,302,457,0.000000016787142,0.545972764492035,0.773279488086700,0.227306723594666,0.701423304477458,0.047254484959131,320.550450146198273
,303,490,0.000000017999343,0.598936617374420,0.798247694969177,0.199311077594757,0.760751570730793,0.028399916873381,372.768269658088684
,304,469,0.000000017227942,0.478545039892197,0.786518454551697,0.307973414659500,0.665519076179085,0.054748742797502,312.128446727991104
,305,469,0.000000017227942,0.577382802963257,0.786968767642975,0.209585964679718,0.748868021883690,0.031818943509611,351.219102263450623
,306,490,0.000000017999343,0.428428500890732,0.759917020797729,0.331488519906998,0.653720051719218,0.054259170405460,320.322825342416763
,401,456,0.000000016750409,0.576878130435944,0.788047075271606,0.211168944835663,0.735833621992354,0.042417871598909,335.540131628513336
,402,491,0.000000018036076,0.640210509300232,0.796406686306000,0.156196177005768,0.738495972151669,0.024145978360348,362.601522326469421
,403,462,0.000000016970809,0.621985137462616,0.790940701961517,0.168955564498901,0.740235435369211,0.028888180984806,341.988771140575409
,404,476,0.000000017485076,0.566084265708923,0.809230446815491,0.243146181106567,0.777009149935065,0.024081838275506,369.856355369091034
,405,490,0.000000017999343,0.647191286087036,0.790787160396576,0.143595874309540,0.754346331284971,0.024758393396291,369.629702329635620
,406,455,0.000000016713676,0.642649352550507,0.801622748374939,0.158973395824432,0.757693838549184,0.027126217699918,344.750696539878845
,501,490,0.000000017999343,0.632001936435699,0.786999404430389,0.154997467994690,0.750966770794927,0.026570899339573,367.973717689514160
,502,455,0.000000016713676,0.676239669322968,0.823450028896332,0.147210359573364,0.756024968493116,0.030253127413417,343.991360664367676
,503,483,0.000000017742209,0.638063728809357,0.790058910846710,0.151995182037354,0.758157053842801,0.025818845274581,366.189857006072998
,504,490,0.000000017999343,0.612849831581116,0.803765892982483,0.190916061401367,0.776906988693743,0.027917070819793,380.684424459934235
,505,455,0.000000016713676,0.527431666851044,0.791558623313904,0.264126956462860,0.761273772899921,0.030368102873243,346.379566669464111
,506,493,0.000000018109543,0.536056220531464,0.784934103488922,0.248877882957458,0.733626059417067,0.040746763134292,361.677647292613983
,601,458,0.000000016823876,0.683843672275543,0.799234211444855,0.115390539169312,0.751270982896397,0.024955752158443,344.082110166549683
,602,490,0.000000017999343,0.699626266956329,0.811186134815216,0.111559867858887,0.778216042202346,0.016393249834048,381.325860679149628
,603,490,0.000000017999343,0.642687439918518,0.803492665290833,0.160805225372314,0.773371387257868,0.023868405198620,378.951979756355286
,604,455,0.000000016713676,0.673543930053711,0.812834799289703,0.139290869235992,0.789644595161899,0.018501170539388,359.288290798664093
,605,490,0.000000017999343,0.647245526313782,0.811046600341797,0.163801074028015,0.771176905048137,0.022716680832073,377.876683473587036
,606,472,0.000000017338143,0.578906297683716,0.809060215950012,0.230153918266296,0.770327610610905,0.034015650568925,363.594632208347321
,801,463,0.000000017007542,0.638502895832062,0.797085940837860,0.158583045005798,0.759215987398094,0.023314852308810,351.517002165317535
,802,469,0.000000017227942,0.636891067028046,0.807758331298828,0.170867264270782,0.762884337637724,0.033588004762082,357.792754352092743
,803,490,0.000000017999343,0.711213171482086,0.812808334827423,0.101595163345337,0.796745325107964,0.013760699531622,390.405209302902222
,804,455,0.000000016713676,0.600086629390717,0.817419409751892,0.217332780361176,0.792148360446259,0.028642323216544,360.427504003047943
,805,493,0.000000018109543,0.621659517288208,0.792128205299377,0.170468688011169,0.756693517218739,0.024932546482284,373.049903988838196
,806,487,0.000000017889143,0.649685859680176,0.791435360908508,0.141749501228333,0.754574381228100,0.026380152404486,367.477723658084869
,901,482,0.000000017705476,0.669285714626312,0.796145737171173,0.126860022544861,0.763103692239746,0.023714009651044,367.815979659557343
,902,490,0.000000017999343,0.683401286602020,0.805673480033875,0.122272193431854,0.777971196539548,0.016815449934178,381.205886304378510
,903,455,0.000000016713676,0.746241211891174,0.809319019317627,0.063077807426453,0.788314473890996,0.009720687294146,358.683085620403290
,904,490,0.000000017999343,0.613545238971710,0.819917559623718,0.206372320652008,0.788735825796517,0.025271239825746,386.480554640293121
,905,481,0.000000017668743,0.368951529264450,0.801866948604584,0.432915419340134,0.756685030497533,0.057702194170204,363.965499669313431
,906,458,0.000000016823876,0.577476441860199,0.780157864093781,0.202681422233582,0.748916264834883,0.027450154255110,343.003649294376373
,1001,490,0.000000017999343,0.572884261608124,0.799029707908630,0.226145446300507,0.721461130404959,0.043264486460616,353.515953898429871
,1002,455,0.000000016713676,0.475383013486862,0.796625077724457,0.321242064237595,0.750658933081470,0.048006047395921,341.549814552068710
,1003,490,0.000000017999343,0.717132985591888,0.806916296482086,0.089783310890198,0.778461762837001,0.014042063537829,381.446263790130615
,1004,478,0.000000017558543,0.666910648345947,0.817993342876434,0.151082694530487,0.802775919686800,0.015305670465609,383.726889610290527
,1005,464,0.000000017044276,0.661390066146851,0.803629696369171,0.142239630222321,0.775066507787540,0.020412705865750,359.630859613418579
,1006,490,0.000000017999343,0.676647484302521,0.795808613300323,0.119161128997803,0.762549110578031,0.020075876511866,373.649064183235168
,1101,455,0.000000016713676,0.745490670204163,0.828865230083466,0.083374559879303,0.805864099355844,0.014297240667743,366.668165206909180
,1102,490,0.000000017999343,0.322100847959518,0.787806451320648,0.465705603361130,0.593577584928396,0.089340757107032,290.853016614913940
,1103,468,0.000000017191209,0.621294796466827,0.814461112022400,0.193166315555573,0.775299979453413,0.024238138700146,362.840390384197235
,1104,471,0.000000017301409,0.616425573825836,0.791617155075073,0.175191581249237,0.747791586787837,0.032015010213883,352.209837377071381
,1105,490,0.000000017999343,0.685794591903687,0.795962154865265,0.110167562961578,0.762193076707879,0.021017732906556,373.474607586860657
,1106,455,0.000000016713676,0.644969046115875,0.800052046775818,0.155083000659943,0.765668897576384,0.024322172272759,348.379348397254944
,1201,490,0.000000017999343,0.716985285282135,0.809348940849304,0.092363655567169,0.782675581562276,0.014672252006906,383.511034965515137
,1202,461,0.000000016934076,0.657519102096558,0.795919835567474,0.138400733470917,0.751273990194606,0.024853620176939,346.337309479713440
,1203,478,0.000000017558543,0.676521182060242,0.836219012737274,0.159697830677032,0.807576655094594,0.018651879861524,386.021641135215759
,1204,490,0.000000017999343,0.656353116035461,0.841382682323456,0.185029566287994,0.802998140271829,0.025720728142795,393.469088733196259
,1205,455,0.000000016713676,0.590172767639160,0.793389618396759,0.203216850757599,0.753532695377266,0.034004176834537,342.857376396656036
,1206,490,0.000000017999343,0.707595467567444,0.819920659065247,0.112325191497803,0.796642078063926,0.017176550285770,390.354618251323700
,1301,455,0.000000016713676,0.711281180381775,0.813261926174164,0.101980745792389,0.792874250569186,0.014363306862464,360.757784008979797
,1302,484,0.000000017778943,0.669349372386932,0.801341295242310,0.131991922855377,0.762442327727956,0.022545505788321,369.022086620330811
,1303,493,0.000000018109543,0.689355790615082,0.818130552768707,0.128774762153625,0.792422855722493,0.019065275594366,390.664467871189117
,1304,455,0.000000016713676,0.608899533748627,0.797168374061584,0.188268840312958,0.765432032255026,0.028141732901547,348.271574676036835
,1305,490,0.000000017999343,0.651948511600494,0.818936526775360,0.166988015174866,0.788384193911844,0.022528157716925,386.308255016803741
,1306,478,0.000000017558543,0.715147793292999,0.808518826961517,0.093371033668518,0.781856659690705,0.016887945122091,373.727483332157135
,1501,455,0.000000016713676,0.722681701183319,0.820075631141663,0.097393929958344,0.797491124829093,0.015714440036752,362.858461797237396
,1502,482,0.000000017705476,0.684540092945099,0.797251760959625,0.112711668014526,0.757022232435551,0.019963186044122,364.884716033935547
,1503,490,0.000000017999343,0.571288883686066,0.791323542594910,0.220034658908844,0.732433916719592,0.038499657956584,358.892619192600250
,1504,455,0.000000016713676,0.480143994092941,0.793082118034363,0.312938123941422,0.730701777371731,0.047540875004579,332.469308704137802
,1505,490,0.000000017999343,0.559414625167847,0.779418349266052,0.220003724098206,0.707775994344633,0.040098404411601,346.810237228870392
