Rowid_,PLOT_ID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,201,538,0.000000017374134,0.161494404077530,0.372624009847641,0.211129605770111,0.226054529108966,0.052850655906570,121.617336660623550
,202,555,0.000000017923131,0.186514094471931,0.366241633892059,0.179727539420128,0.276635972068116,0.029963600451018,153.532964497804642
,203,518,0.000000016728256,0.178071647882462,0.390538096427917,0.212466448545456,0.306311655430030,0.031098921801166,158.669437512755394
,204,555,0.000000017923131,0.224060699343681,0.412578195333481,0.188517495989799,0.320283126750508,0.034921270775032,177.757135346531868
,205,524,0.000000016922019,0.203443869948387,0.374912619590759,0.171468749642372,0.311346287092635,0.030665082336789,163.145454436540604
,206,532,0.000000017180371,0.164018988609314,0.402072072029114,0.238053083419800,0.314351728956278,0.037713359453614,167.235119804739952
,301,552,0.000000017826249,0.228173479437828,0.397360801696777,0.169187322258949,0.324301001683309,0.032843429310182,179.014152929186821
,302,518,0.000000016728256,0.212845385074615,0.372218817472458,0.159373432397842,0.274483191000449,0.026547196619403,142.182292938232422
,303,568,0.000000018342952,0.176331087946892,0.362460523843765,0.186129435896873,0.291535062007081,0.029986530397895,165.591915220022202
,304,518,0.000000016728256,0.194280087947845,0.354138046503067,0.159857958555222,0.302756959896060,0.027043738147499,156.828105226159096
,305,556,0.000000017955425,0.205002322793007,0.342515826225281,0.137513503432274,0.301817722832985,0.024397382977152,167.810653895139694
,306,540,0.000000017438722,0.200765624642372,0.340799242258072,0.140033617615700,0.288847842067480,0.023678829284295,155.977834716439247
,401,550,0.000000017761661,0.225499898195267,0.403087109327316,0.177587211132050,0.329886482628909,0.032568104144241,181.437565445899963
,402,554,0.000000017890837,0.202924400568008,0.347241818904877,0.144317418336868,0.271114668233945,0.022946317828934,150.197526201605797
,403,532,0.000000017180371,0.202962175011635,0.351603895425797,0.148641720414162,0.290004897414518,0.027907807184397,154.282605424523354
,404,555,0.000000017923131,0.183751225471497,0.366048216819763,0.182296991348267,0.297994003317378,0.027524688975072,165.386671841144562
,405,536,0.000000017309546,0.210446357727051,0.345161050558090,0.134714692831039,0.294809459917136,0.021743732062488,158.017870515584946
,406,533,0.000000017212665,0.214333400130272,0.385105997323990,0.170772597193718,0.299067471057568,0.027497608229154,159.402962073683739
,501,549,0.000000017729367,0.212919816374779,0.411486923694611,0.198567107319832,0.326082166671102,0.036725699072763,179.019109502434731
,502,519,0.000000016760550,0.171503067016602,0.317982405424118,0.146479338407516,0.235260359727578,0.033668418100304,122.100126698613167
,503,570,0.000000018407540,0.194778531789780,0.383849084377289,0.189070552587509,0.302324726890054,0.031451008789114,172.325094327330589
,504,518,0.000000016728256,0.182420164346695,0.353218525648117,0.170798361301422,0.297341901391860,0.029112532746493,154.023104920983315
,505,566,0.000000018278364,0.185481727123260,0.341651052236557,0.156169325113297,0.289602463005288,0.027786108356600,163.914994060993195
,506,538,0.000000017374134,0.201612696051598,0.371312618255615,0.169699922204018,0.296708037917499,0.030604802863770,159.628924399614334
,601,545,0.000000017600192,0.261374920606613,0.400584369897842,0.139209449291229,0.329685911126093,0.028392555028964,179.678821563720703
,602,552,0.000000017826249,0.222326219081879,0.378354996442795,0.156028777360916,0.288642942986411,0.027514104320192,159.330904528498650
,603,531,0.000000017148077,0.193433940410614,0.377496719360352,0.184062778949738,0.299319821562471,0.031570769446292,158.938825249671936
,604,555,0.000000017923131,0.210103735327721,0.376765221357346,0.166661486029625,0.315309279083132,0.029608956367473,174.996649891138077
,605,534,0.000000017244959,0.192773446440697,0.380967527627945,0.188194081187248,0.308189746508661,0.029734523320546,164.573324635624886
,606,535,0.000000017277252,0.226903125643730,0.411623895168304,0.184720769524574,0.316425493248155,0.032812356690642,169.287638887763023
,801,552,0.000000017826249,0.223206594586372,0.420468121767044,0.197261527180672,0.324893237105098,0.040964381380337,179.341066882014275
